,cluster,topic,doc_type,source,article_id,sentence,sentence_id,cosine_similarity,textblob_polarity
145,8,Health & nutrition,Comment,spiegel,92.0,"Es muss schon ziemlich krank sein, in einen Fressladen zu gehen, dessen Essen einen fett macht und nach nichts schmeckt, nur weil es ""angesagt"" ist.",270265.0,0.4411373734474182,-0.15000000000000002
146,8,Health & nutrition,Comment,spiegel,92.0,"Müssen wir uns von der Industrie ""bemuttern"" lassen, können wir uns nicht selber um unseren Erhalt über die Nahrung kümmern?.",270305.0,0.4399120509624481,0.7000000000000001
147,8,Health & nutrition,Comment,spiegel,92.0,"Fett über Fett, ballaststoffreie Kohlenhydrate, Kalorien über Kalorien - DAS ist McDonald's und natürlich Hühnerfleisch aus Qualzucht.",270259.0,0.43389731645584106,0.6999999999999991
148,8,Health & nutrition,Comment,spiegel,92.0,Fingerfood und Bärchenwurst gehören nicht zur gesunden Ernährung.,270314.0,0.4243641495704651,1.0
149,8,Health & nutrition,Comment,spiegel,92.0,"Essen muss folgende Anforderungen erfüllen: billig, grosse Gebinde, lange haltbar und leicht stapelbar.",270017.0,0.4225241541862488,0.85
150,8,Health & nutrition,Comment,spiegel,92.0,"wer nicht weiß, das ökologisch korrekt hergestellte schokoriegel genauso zuckerkrank machen können wie konventionell hergestellte, dem ist auch nicht mehr zu helfen.",269874.0,0.4214243888854981,-0.058333333333333
151,8,Health & nutrition,Comment,spiegel,92.0,"""Worauf beruht eine gesunde Ernährung?",270291.0,0.3989417552947998,1.0
152,8,Health & nutrition,Comment,spiegel,92.0,"Sie dürfen natürlich mit erhobenen Zeigefinger daherkommen, weil Sie nicht nur Biolebensmittel kaufen, sondern allgemein mehr als 50 Prozent Ihres Einkommens für ökologisch korrekte Dinge ausgeben: Ihre Klamotten wurden umweltfreundlich gefärbt und nicht von Kindern zusammengenäht, Sie wohnen in einem Passiv- oder Niedrigenergiehaus, das mit Holzheizung und Solaranlage die restliche Energie erhält, mobil sind Sie dank ÖPNV (die Busse in Ihrer Stadt fahren alle mit Biogas, die Straßenbahn mit Ökostrom), und falls Sie doch ein Auto besitzen, fährt das ebenfalls mit Biosprit (für den keine Regenwälder abgeholzt wurden).",269920.0,0.3815893828868866,0.06000000000000001
153,8,Health & nutrition,Comment,spiegel,92.0,"Wollen wir aber, dass, damit Joghurt billig bleibt, er tausende Kilometer durch Europa ""gekarrt"" wird?",270309.0,0.31798091530799866,1.0
154,8,Health & nutrition,Comment,spiegel,92.0,"""Kochen ist eine lebenswichtige Fähigkeit, die wir verloren haben."".",270304.0,0.30630266666412354,-0.35000000000000003
155,9,Garbage 3,Comment,spiegel,92.0,Damit liegt man immer richtig.,269834.0,0.4989652037620544,1.0
156,9,Garbage 3,Comment,spiegel,92.0,Damit liegt man immer richtig.,269945.0,0.4989652037620544,1.0
157,9,Garbage 3,Comment,spiegel,92.0,Damit liegt man immer richtig.,269902.0,0.4989652037620544,1.0
158,9,Garbage 3,Comment,spiegel,92.0,Damit liegt man immer richtig.,269881.0,0.4989652037620544,1.0
159,9,Garbage 3,Comment,spiegel,92.0,"Da kann man schnell überprüfen, wie diese arbeitet.",270280.0,0.4275292754173279,0.7000000000000001
160,9,Garbage 3,Comment,spiegel,92.0,gehen Sie doch bitte mehr auf den kern ein -.,270363.0,0.4220446348190308,0.5
161,9,Garbage 3,Comment,spiegel,92.0,Kleiner Einkauf mit großer Wirkung.,270397.0,0.4168183505535126,0.7000000000000001
162,9,Garbage 3,Comment,spiegel,92.0,Das zu stärken wäre sinnvoll.,270312.0,0.3971562385559082,1.0
163,9,Garbage 3,Comment,spiegel,92.0,;-) Manchmal kommts einem wirklich so vor.,269883.0,0.38089028000831604,1.0
164,9,Garbage 3,Comment,spiegel,92.0,Das ist eine absolute Schande!.,270392.0,0.346775621175766,0.7000000000000001
165,9,Garbage 3,Comment,spiegel,92.0,"Ja, auch ne schöne Methode!",269882.0,0.3444183468818665,1.0
166,9,Garbage 3,Comment,spiegel,92.0,froh wenn die diebe etwas saft zurueckgeben - je mehr desto besser.,270371.0,0.3311599493026733,0.5
167,9,Garbage 3,Comment,spiegel,92.0,Kleiner Einkauf mit großer Wirkung - YouTube.,270399.0,0.2791401743888855,0.7000000000000001
168,10,Politics & policy & compliance,Comment,spiegel,92.0,"Zu glauben, die letztere würde das freiwillig tun, ist natürlich naiv, deshalb müssen dort mehr Druck und vor allem konsequentere Kontrollen sowie Strafen bei Verstößen her.",269889.0,0.3570827841758728,-0.25
169,10,Politics & policy & compliance,Comment,spiegel,92.0,"Und wenn doch, dann wird man in suburbanen Akademikerkreisen aber ganz ganz böse angeschaut.",270154.0,0.2680931091308594,-1.0
170,10,Politics & policy & compliance,Comment,spiegel,92.0,"Und wenn doch, dann wird man in suburbanen Akademikerkreisen aber ganz ganz böse angeschaut.",269905.0,0.2680931091308594,-1.0
171,10,Politics & policy & compliance,Comment,spiegel,92.0,"Bei ÖKO-TEST bemängeln Sie unter anderem, dass die Vergabekriterien nichts mit Umweltverträglichkeit zu tun haben.",270190.0,0.2451712638139725,-1.0
172,11,Animal welfare & meat consumption,Comment,spiegel,92.0,"Keine Wurstimitate, Fleisch am liebsten mit staatlichem Biosiegel, niemals Billigfleisch (dann lieber kein Fleisch).",270282.0,0.4344506859779358,1.0
173,11,Animal welfare & meat consumption,Comment,spiegel,92.0,"Dass die nur mit glücklichen Kühen, aber nicht glücklichen Hühnern werben, hat seinen perfiden Grund.",270260.0,0.388266921043396,0.25
174,11,Animal welfare & meat consumption,Comment,spiegel,92.0,"Aber es gibt ja auch ""Experten"" die meinen Bratwurst sei aus Fett und Phosphat hergestellt und Döner naturrein.",270135.0,0.3592316508293152,0.7000000000000001
175,11,Animal welfare & meat consumption,Comment,spiegel,92.0,"Die Siegel sind prinzipiell keine schlechte Sache, sie funktionieren aber nicht für alle Lebensmittel, ein bißchen Recherche muß man schon reinstecken, wenn man wissen will, von wem man etwas kauft und wie es produziert wird.",270272.0,0.3056973218917847,-0.099999999999999
176,11,Animal welfare & meat consumption,Comment,spiegel,92.0,weil man sich duch Fairtrade/Bio endgueltig moralisch davon.,270379.0,0.30484676361083984,1.0
177,11,Animal welfare & meat consumption,Comment,spiegel,92.0,weil man sich duch Fairtrade/Bio endgueltig moralisch davon.,270374.0,0.30484676361083984,1.0
178,11,Animal welfare & meat consumption,Comment,spiegel,92.0,"Seit ich allerdings im Supermarkt auf eine Packung mit Rotbarsch (einer bekanntermassen hoffnungslos überfischten Tiefseeart, die nur sehr langsam wächst - dafür gibt es keine ""nachhaltige"" Fangmethode) - mit der Note ""Ökotest - Sehr gut"" gelesen habe, weiss ich, was von diesem Verein zu halten ist.",270239.0,0.30280709266662603,-0.23333333333333306
179,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,"Aber um wieviel schlimmer wird die Bilanz, wenn der Bauer von der Agroindustrie und Zwischenhändlern dafür noch nicht mal genug Geld zum Leben bekommt, unter menschenunwürdigen Bedingungen arbeiten muß, seine Umwelt (und sich selbst) mit Pestiziden vergiften muß, die Verbreitung gentechnisch veränderten Saatguts gefördert wird?.",270335.0,0.5441462993621826,0.7000000000000001
180,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,"Zusätzlich zu einem festgelegten Mindestpreis, der den einzelnen Bauern selbst zu Gute kommt, können die Produzenten noch eine Fairtrade-Prämie erhalten, die in Gemeinschaftsprojekte wie Straßenbau, Fortbildungszentren, Schulen, den Umstieg auf ökologischen Anbau, der mit einem zusätzlichen Bio-Zuschlag bezahlt wird.",270383.0,0.5224190950393677,-0.35000000000000003
181,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,fuer das rohprodukt selbst zahlen aber auch weiterhin nie eine eigene gewinnbringende veredlungsindustrie haben werden und damit bleibt die bevoelkerung letzendlich auf wirtschaftlich niedrigem agrarniveau.,270347.0,0.4849089980125427,-0.7000000000000001
182,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,"""Ökologisch"" mag ja noch angehen für nachhaltige Landwirtschaft, aber ""bio""?!",269931.0,0.4817459583282471,0.5
183,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,"Ich finde es selbstverständlich sehr schön, dass ich durch mein Einkaufverhalten auch indirekten Umweltschutz betreiben kann, denn unser Planet hat bereits genug gelitten.",270092.0,0.4408509135246277,0.85
184,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,"Vieles, was aus der konventionellen Landwirtschaft ist auch gut.",270166.0,0.4364234209060669,1.0
185,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,Das Fairtrade-Siegel fördert die Organisation von Kleinbauern in von ihnen selbst demokratisch verwalteten Kooperativen.,270382.0,0.4267082214355469,0.7000000000000001
186,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,wir holen uns die rohstoffe billig aus den laendern und.,270364.0,0.4220037758350372,1.0
187,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,")-mehr Fraktion kann gerne das Doppelte und Dreifache für sein Öko-Bio-Naturprodukt zahlen und mit dem Fahrrad zum nächsten Bioladen strampeln, ich fahre mit dem Auto zum nächsten Billig-Discounter und kaufe dort ein!",270013.0,0.2670274674892425,-0.35000000000000003
188,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,")-mehr Fraktion kann gerne das Doppelte und Dreifache für sein Öko-Bio-Naturprodukt zahlen und mit dem Fahrrad zum nächsten Bioladen strampeln, ich fahre mit dem Auto zum nächsten Billig-Discounter und kaufe dort ein!",269991.0,0.2670274674892425,-0.35000000000000003
189,12,Farming & agricultural policy & food security,Comment,spiegel,92.0,")-mehr Fraktion kann gerne das Doppelte und Dreifache für sein Öko-Bio-Naturprodukt zahlen und mit dem Fahrrad zum nächsten Bioladen strampeln, ich fahre mit dem Auto zum nächsten Billig-Discounter und kaufe dort ein!",269967.0,0.2670274674892425,-0.35000000000000003
190,13,Consumer prices & profit,Comment,spiegel,92.0,Dafür werden angeblich Verbraucher befragt.,270206.0,0.40716221928596497,-1.0
191,13,Consumer prices & profit,Comment,spiegel,92.0,"Weil es nicht nötig ist, aber ein Produkt billig macht (für den Hersteller).",269976.0,0.3718582391738892,1.0
192,13,Consumer prices & profit,Comment,spiegel,92.0,"Weil es nicht nötig ist, aber ein Produkt billig macht (für den Hersteller).",269959.0,0.3718582391738892,1.0
193,13,Consumer prices & profit,Comment,spiegel,92.0,"Fazit: Wenn man wirklich Wert darauf legt, was man einkauft, muß man jedes Produkt mit offenen Augen betrachten und nachrecherchieren.",270286.0,0.3665410280227661,0.85
194,13,Consumer prices & profit,Comment,spiegel,92.0,"und alles ist gut weil Fairtrade weniger ""stueckchen"".",270368.0,0.35160237550735474,1.0
195,13,Consumer prices & profit,Comment,spiegel,92.0,"Der Konsument will blind in ein Regal greifen können und per Ampel, Logo oder sonstwie 100% ig informiert sein.",269835.0,0.3327670693397522,-1.0
196,13,Consumer prices & profit,Comment,spiegel,92.0,"Und das Schöne ist, dass Nachhaltigkeit und Luxus absolut vereinbar sind auch für Leute mit kleinen Brieftaschen.",270095.0,0.3312705457210541,0.85
197,13,Consumer prices & profit,Comment,spiegel,92.0,Sie trotzdem dürfen gerne weiter den billigsten Chemie-Brei kaufen.,269995.0,0.3216788172721863,-0.7000000000000001
198,13,Consumer prices & profit,Comment,spiegel,92.0,"Ich kaufe zwar auch ab und zu Öko-Produkte, laufe diesbezüglich aber nicht mit Scheuklappen durch die Welt.",270165.0,0.3183826804161072,-0.7000000000000001
199,13,Consumer prices & profit,Comment,spiegel,92.0,"Verarschen kann ich mich auch selber, muss dafür aber nicht noch mehr Geld als nötig im Laden liegen alssen.",270134.0,0.3116902709007263,-0.35000000000000003
200,13,Consumer prices & profit,Comment,spiegel,92.0,"Verarschen kann ich mich auch selber, muss dafür aber nicht noch mehr Geld als nötig im Laden liegen alssen.",269952.0,0.3116902709007263,-0.35000000000000003
201,13,Consumer prices & profit,Comment,spiegel,92.0,"Verarschen kann ich mich auch selber, muss dafür aber nicht noch mehr Geld als nötig im Laden liegen alssen.",270021.0,0.3116902709007263,-0.35000000000000003
202,13,Consumer prices & profit,Comment,spiegel,92.0,"Verarschen kann ich mich auch selber, muss dafür aber nicht noch mehr Geld als nötig im Laden liegen alssen.",269893.0,0.3116902709007263,-0.35000000000000003
203,13,Consumer prices & profit,Comment,spiegel,92.0,"Verarschen kann ich mich auch selber, muss dafür aber nicht noch mehr Geld als nötig im Laden liegen alssen.",270216.0,0.3116902709007263,-0.35000000000000003
204,13,Consumer prices & profit,Comment,spiegel,92.0,"Den schlimmmsten Müll kann man vermeiden, wenn man keine beworbenen Artikel kauft.",269955.0,0.3104903101921081,-0.7000000000000001
205,13,Consumer prices & profit,Comment,spiegel,92.0,"Den schlimmmsten Müll kann man vermeiden, wenn man keine beworbenen Artikel kauft.",269972.0,0.3104903101921081,-0.7000000000000001
206,13,Consumer prices & profit,Comment,spiegel,92.0,"Diese ""Kritik"" würde also alle Label treffen, und sogar der Gesetzgeber legt unterschiedliche Kriterien für unterschiedliche Produkte fest.",270196.0,0.3056743741035461,-0.7000000000000001
207,13,Consumer prices & profit,Comment,spiegel,92.0,"Und am anderen Ende der Skala kann ich die gute Beurteilung von ""Demeter"" nicht ganz nachvollziehen: Zwar sind die Produkte an sich sicher gut.",270209.0,0.30425289273262024,1.0
208,13,Consumer prices & profit,Comment,spiegel,92.0,Nein - diesem Unternehmen kann man genauso wenig trauen.,270072.0,0.2982766926288605,0.35000000000000003
209,13,Consumer prices & profit,Comment,spiegel,92.0,Widmen wir uns doch mal dem Kern des Transfair-Handels:.,270381.0,0.29311656951904297,-0.7000000000000001
210,13,Consumer prices & profit,Comment,spiegel,92.0,"Da ist Ihnen offenbar wichtig mitzuteilen, dass Labelnutzer eine Gebühr zahlen müssen.",270185.0,0.2906043529510498,0.7000000000000001
211,13,Consumer prices & profit,Comment,spiegel,92.0,Auf keinen Fall amerikanische Marken (Biopiraterie durch Patente) oder große deutsche Marken (behindern den Handel asiatischer Länder).,270285.0,0.2887377440929413,0.7000000000000001
212,13,Consumer prices & profit,Comment,spiegel,92.0,"""Testsieger ist die Billig-/ oder Eigenmarke, jedenfalls niemals der Platzhirsch oder die Premium-Marke""!.",270065.0,0.28037863969802856,1.0
213,13,Consumer prices & profit,Comment,spiegel,92.0,"Wenn man sein Einkaufsverhalten auch nur mal 5 Minuten betrachtet, stellt man doch fest, man kauft einen Großteil der Lebensmitel immer wieder und wieder.",269838.0,0.277554452419281,-0.7000000000000001
214,13,Consumer prices & profit,Comment,spiegel,92.0,"""Testsieger ist die Billig-/ oder Eigenmarke, jedenfalls .",270122.0,0.2686716914176941,1.0
215,13,Consumer prices & profit,Comment,spiegel,92.0,"Vor allem aber vergessen Sie, dass der von Ihnen gelobte TÜV sich nicht nur von den Labelnutzern die Tests bezahlen lässt, sondern auch noch in der Regel umsatzabhängig an der Labelnutzung verdient (was in die zehntausende von Euro gehen kann).",270188.0,0.2618439495563507,-0.85
216,14,Garbage 4,Comment,spiegel,92.0,"Falls nicht, finde ich Ihre Haltung etwas heuchlerisch.",269922.0,0.3404749035835266,-1.0
217,14,Garbage 4,Comment,spiegel,92.0,"Falls nicht, finde ich Ihre Haltung etwas heuchlerisch.",269998.0,0.3404749035835266,-1.0
218,14,Garbage 4,Comment,spiegel,92.0,Das ist ein Mensch und Umwelt gegenüber fairer Kompromiß.,270338.0,0.3152476251125336,1.0
219,14,Garbage 4,Comment,spiegel,92.0,Ich glaube jedoch nicht das der große Teil der Bevölkerung sich dafür interessiert.,269841.0,0.2921865880489349,0.85
220,14,Garbage 4,Comment,spiegel,92.0,zynisch ist es diese subtile art der ausbeutung zu (l)egalisieren.,270377.0,0.2869665026664734,-1.0
221,14,Garbage 4,Comment,spiegel,92.0,zynisch ist es diese subtile art der ausbeutung zu (l)egalisieren.,270372.0,0.2869665026664734,-1.0
222,14,Garbage 4,Comment,spiegel,92.0,"Da kann man sich auch mal die Mühe machen, Kleingedrucktes zu lesen oder sich im Web schlau zu machen.",269839.0,0.2588918209075928,1.0
223,14,Garbage 4,Comment,spiegel,92.0,(Würde mich jedenfalls als Gelegentlich-McDoof-Besucher doch brennend interessieren).,270032.0,0.2554623782634735,1.0
224,14,Garbage 4,Comment,spiegel,92.0,(Würde mich jedenfalls als Gelegentlich-McDoof-Besucher doch brennend interessieren).,270254.0,0.2554623782634735,1.0
225,14,Garbage 4,Comment,spiegel,92.0,"Mag ja alles nützlich sein in der Alltagssprache, aber man sollte nicht vergessen, woher die Begriffe stammen und was sie eigentlich bedeuten.",269934.0,0.2484326511621475,0.7833333333333331
226,14,Garbage 4,Comment,spiegel,92.0,Und die zwischen den Zeilen stehende Botschaft  equal Fair Trade zeugt auch deutlich von der Unkenntnis oder Voreingenommenheit des Autors.,269871.0,0.22783881425857544,1.0
227,14,Garbage 4,Comment,spiegel,92.0,eine einsicht und bedauern in das eigene taegliche versagen.,270007.0,0.21159878373146052,-1.0
228,14,Garbage 4,Comment,spiegel,92.0,"""ich erlaube mir auch den neuesten Schwachsinn zu kommentieren, den Sie auf Spiegel-Online veröffentlichen.",270179.0,0.20264984667301172,1.0
